Cell_voltage,Current,Supply_voltage,TEG1,TEG2,Time
-0.002533883,-7.2912e-06,-0.002524706,0.00175067,-0.001514441,1.826155662536621
-0.002490545,-7.3161e-06,-0.002529422,0.001751039,-0.001514428,3.6580722332000732
-0.002558866,-7.2663e-06,-0.002538217,0.001750899,-0.001514262,5.430172443389893
-0.002562818,-7.4405e-06,-0.002548924,0.00175081,-0.001514402,7.2099082469940186
-0.002536178,-7.4654e-06,-0.002566259,0.00175081,-0.001514211,8.99872088432312
-0.002523049,-7.2912e-06,-0.002545355,0.001750784,-0.001513982,10.804585933685303
-0.002533373,-7.341e-06,-0.002542551,0.001751167,-0.001514097,12.576530456542969
-0.002583212,-7.2663e-06,-0.002541276,0.001750772,-0.001514046,14.34841513633728
-0.0025451,-7.2663e-06,-0.002518587,0.001751001,-0.0015143,16.12914228439331
-0.002550199,-7.3161e-06,-0.00255619,0.001750861,-0.001514033,17.900969982147217
-0.00254561,-7.2663e-06,-0.002599145,0.001751141,-0.001513638,19.673251390457153
-0.002551856,-7.3161e-06,-0.002595704,0.001750351,-0.001514071,21.44188404083252
-0.002589713,-7.3161e-06,-0.002604244,0.001750937,-0.001514071,23.214337825775146
-0.002537197,-7.341e-06,-0.002550326,0.001751103,-0.00151365,24.983546018600464
-0.002518715,-7.4156e-06,-0.002552748,0.001750772,-0.001514135,26.75467348098755
-0.002545483,-7.3161e-06,-0.002538345,0.001750912,-0.001513803,28.524019718170166
-0.002569319,-7.1917e-06,-0.002546375,0.001750593,-0.00151374,30.302409410476685
-0.002538854,-7.341e-06,-0.002487486,0.001750644,-0.001513752,32.07239890098572
0.24612965,0.0007106313,0.24614113,0.001750925,-0.001513306,33.69394016265869
0.24612454,0.0007105317,0.24612072,0.001750797,-0.001513612,35.32106971740723
0.24614751,0.0007104322,0.24612965,0.001750644,-0.001513536,36.94683003425598
0.24612837,0.0007107308,0.24617302,0.001750784,-0.001511585,38.59109592437744
0.24616537,0.0007106064,0.24615516,0.001751358,-0.001512873,40.206522941589355
0.24616537,0.0007107557,0.24617812,0.001750453,-0.001513319,41.83442401885986
0.24616281,0.0007105317,0.24614751,0.001751141,-0.001512988,43.45118284225464
0.24610924,0.0007105815,0.24615261,0.001751014,-0.001512937,45.08144783973694
0.24611944,0.0007104322,0.24611817,0.001751027,-0.001512694,46.70116853713989
0.2461322,0.0007106064,0.2461373,0.001750759,-0.001512541,48.33143162727356
0.24611051,0.0007107059,0.24612454,0.001751435,-0.001511828,49.944730281829834
0.24608117,0.0007106313,0.2461322,0.001751294,-0.001511968,51.57549166679382
0.24615133,0.000710681,0.24614495,0.001751014,-0.001511828,53.192919969558716
0.24614495,0.0007108801,0.24617174,0.001750988,-0.001511789,54.82721447944641
0.24616154,0.0007107557,0.24614623,0.001751447,-0.001511432,56.46139359474182
0.24610796,0.000710681,0.2461322,0.00175132,-0.001511356,58.08370399475098
0.24611051,0.0007106313,0.24610796,0.001751358,-0.001511178,59.7078537940979
0.24610286,0.0007106313,0.24613858,0.00175146,-0.001511292,61.5090172290802
0.24616919,0.0007106313,0.24617557,0.001751689,-0.001511076,63.135942697525024
0.24611306,0.0007107308,0.24614495,0.001751537,-0.001510833,64.76075172424316
0.24612327,0.0007108801,0.24617174,0.001750963,-0.001510668,66.405198097229
0.24619088,0.0007107308,0.24619471,0.001751422,-0.001510209,68.02136039733887
0.24616409,0.0007108303,0.24619853,0.001751957,-0.001510642,69.65031361579895
0.24618067,0.000710681,0.24614878,0.001751651,-0.001509941,71.27607321739197
0.24612837,0.0007107059,0.24613347,0.001751409,-0.001510426,72.90811800956726
